,gisjoin,lat_tract,long_tract,population,adj_radiuspop_5,urbanindex,FIPS,total_pop
68001,G5101490850100,37.27616,-77.35493,4466,89651.0,11.40368,51149,37704
68008,G5101530900100,38.6475,-77.24021,3411,140979.0,11.85637,51153,456716
68090,G5101550210100,37.17468,-80.63929,6772,2930.724,7.983005,51155,34330
68098,G5101570950100,38.74807,-78.18716,2632,1702.924,7.440102,51157,7359
68100,G5101590040100,37.95642,-76.76981,5211,1395.282,7.240851,51159,8873
68102,G5101610030100,37.3507,-80.12773,3468,16159.0,9.690232,51161,93419
68120,G5101630930100,37.83835,-79.28585,7742,1082.376,6.986914,51163,22440
68124,G5101650010100,38.37543,-78.59494,2864,6585.0,8.79255,51165,78653
68143,G5101670030100,37.06813,-81.93224,4576,5802.0,8.665958,51167,27725
68150,G5101690030100,36.64656,-82.61589,3872,10230.0,9.23308,51169,22290
68156,G5101710040100,39.00329,-78.37318,8546,2160.387,7.678043,51171,42854
68165,G5101730030100,36.92186,-81.51901,3156,6886.0,8.837246,51173,31298
68174,G5101750200100,36.85362,-76.97502,4357,1023.737,6.931215,51175,18089
68179,G5101770020104,38.28784,-77.65394,4892,29992.0,10.30869,51177,130159
68209,G5101790010103,38.45877,-77.39243,3975,57736.0,10.96364,51179,141159
68236,G5101810860100,37.16502,-76.8437,2937,1839.509,7.517254,51181,6670
68238,G5101830870100,36.85811,-77.42166,1942,2531.203,7.83645,51183,11595
68243,G5101850020100,37.27629,-81.38432,3150,9758.0,9.185843,51185,42689
68254,G5101870020100,38.94351,-78.07814,8572,8993.0,9.104201,51187,38991
68262,G5101910010100,36.65032,-82.08007,6506,10849.0,9.291828,51191,54457
68275,G5101930010100,38.05911,-76.65145,4739,935.2415,6.840805,51193,17596
68279,G5101950930700,37.11689,-82.57094,3519,2836.748,7.950414,51195,39539
68290,G5101970050100,36.99517,-80.97592,5360,943.2777,6.849361,51197,29048
68296,G5101990050203,37.10628,-76.44566,6699,167937.0,12.03134,51199,67196
68310,G5105100200102,38.83339,-77.12646,4428,608985.0,13.31955,51510,154710
68348,G5105200020100,36.60385,-82.20956,3468,52638.0,10.87119,51520,17077
68352,G5105300930600,37.73159,-79.35654,6495,2135.108,7.666273,51530,6495
68353,G5105400000201,38.04192,-78.489,2864,89867.0,11.40609,51540,46487
68365,G5105500020001,36.82936,-76.23119,1415,314865.0,12.6599,51550,235410
68406,G5105700830100,37.2677,-77.38364,4719,102001.0,11.53274,51570,14217
68411,G5105800060100,37.79347,-79.9825,3077,8272.0,9.020632,51580,5675
68428,G5105950890100,36.69381,-77.52625,2946,5550.0,8.621553,51595,5495
68430,G5106000300100,38.85798,-77.31779,5662,270226.0,12.50701,51600,23580
68435,G5106100500100,38.88977,-77.17593,3370,429155.0,12.96957,51610,13843
68438,G5106200090100,36.68959,-76.94274,5033,12383.0,9.42408,51620,8334
68440,G5106300000100,38.3039,-77.46552,3305,96106.0,11.47321,51630,28135
68446,G5106400070101,36.65748,-80.91678,4430,9778.0,9.18789,51640,6788
68448,G5106500010103,37.0742,-76.31966,7337,83232.0,11.32939,51650,136255
68481,G5106600000101,38.45467,-78.85572,4943,63362.0,11.05662,51660,53064
68492,G5106700820100,37.31044,-77.28008,1361,36938.0,10.517,51670,22353
68498,G5106780930500,37.78251,-79.44388,7113,2135.108,7.666273,51678,7113
68499,G5106800000100,37.45245,-79.19505,4400,45976.0,10.73588,51680,79237
68518,G5106830910100,38.7607,-77.48914,4489,164850.0,12.01279,51683,35426
68525,G5106850920100,38.78091,-77.46488,6872,193114.0,12.17104,51685,16117
68527,G5106900000100,36.70122,-79.85949,3020,29757.0,10.30082,51690,13256
68532,G5107000030100,36.97413,-76.42239,4386,79718.0,11.28625,51700,180775
68576,G5107100000100,36.93625,-76.22308,1937,177329.0,12.08576,51710,245752
68653,G5107200960100,36.93174,-82.62595,4043,7975.0,8.984067,51720,4043
68654,G5107300810100,37.23086,-77.37833,2739,81317.0,11.30611,51730,32037
68665,G5107350340100,37.14526,-76.39634,3502,72917.0,11.19708,51735,12022
68668,G5107400210200,36.85125,-76.32788,2339,235142.0,12.36794,51740,95536
68699,G5107500010101,37.13011,-80.55064,4633,15748.0,9.664469,51750,11744
68702,G5107600010200,37.59032,-77.46609,4148,241587.0,12.39499,51760,220892
68768,G5107700000100,37.29698,-79.98902,3672,142793.0,11.86915,51770,99572
68791,G5107750010100,37.30334,-80.03852,5859,95454.0,11.4664,51775,25521
68796,G5107900000100,38.14986,-79.07382,1062,30931.0,10.33951,51790,24273
68802,G5108000065100,36.73264,-76.56896,2166,41772.0,10.63998,51800,88057
68830,G5108100040000,36.91598,-76.16107,4076,155367.0,11.95355,51810,450057
68929,G5108200003100,38.06937,-78.88995,1052,28869.0,10.27052,51820,21620
68934,G5108300370100,37.25929,-76.70033,4526,62404.0,11.04138,51830,14817
68937,G5108400000100,39.18607,-78.15302,7687,52532.0,10.86918,51840,27516
68942,G5300010950100,47.15423,-118.3919,2402,260.068,5.560943,53001,19261
68947,G5300030960100,46.15236,-117.1905,4103,340.6195,5.830766,53003,22259
68953,G5300050010100,46.31778,-119.2641,4625,48330.0,10.78581,53005,190529
68989,G5300070960100,48.10807,-120.5875,2015,138.904,4.933783,53007,75138
69003,G5300090000200,48.18701,-124.4047,969,482.2052,6.17837,53009,73439
69024,G5300110040101,45.92299,-122.3596,5290,1799.944,7.495511,53011,457474
69128,G5300130960200,46.29755,-117.9079,3999,194.9834,5.272914,53013,3999
69129,G5300150000300,46.10618,-122.93,676,54695.0,10.90953,53015,103590
69153,G5300170950100,47.91438,-119.5524,6245,132.2055,4.884357,53017,40585
69161,G5300190940000,48.20588,-118.5306,1703,204.3736,5.31995,53019,7568
69164,G5300210020100,46.24325,-119.0646,11177,69851.0,11.15412,53021,89124
69176,G5300230970300,46.43156,-117.5452,2226,373.8166,5.923765,53023,4401
69177,G5300250010100,47.64521,-119.191,3874,140.4527,4.94487,53025,93420
69193,G5300270000200,47.14554,-124.1107,7718,452.179,6.114078,53027,71454
69209,G5300290970100,48.38298,-122.6254,2676,14476.0,9.580247,53029,80323
69230,G5300310950202,47.84952,-122.8794,1549,1292.439,7.164287,53031,30524
69237,G5300330000100,47.72617,-122.2885,7963,390533.0,12.87527,53033,2118119
69634,G5300350080101,47.5977,-122.6472,3226,105686.0,11.56823,53035,258903
69688,G5300370975100,47.3469,-121.0295,6556,160.1422,5.076062,53037,43726
69696,G5300390950100,45.90133,-120.5649,8647,96.62101,4.570796,53039,21172
69699,G5300410970100,46.70421,-123.2026,3492,1068.138,6.973672,53041,76012
69719,G5300430960100,47.65059,-118.158,1630,5919.0,8.685923,53043,10344
69723,G5300450940000,47.33469,-123.1607,857,2558.487,7.847171,53045,61569
69737,G5300470940100,48.24421,-118.9589,2903,192.3102,5.25911,53047,41377
69747,G5300490950200,46.74249,-123.6454,4479,459.3296,6.129768,53049,20940
69754,G5300510970100,48.76707,-117.2661,2205,135.3889,4.908152,53051,13066
69759,G5300530060200,47.25994,-122.403,1944,217663.0,12.2907,53053,845193
69931,G5300550960100,48.65664,-122.9029,5481,734.3324,6.598962,53055,16221
69935,G5300570940200,48.49635,-122.683,2411,21538.0,9.977574,53057,121725
69964,G5300590950100,46.08744,-121.9148,158,173.1826,5.154346,53059,11498
69969,G5300610040100,48.00629,-122.2087,4773,96612.0,11.47846,53061,771904
70118,G5300630000200,47.70771,-117.3709,4745,203331.0,12.22259,53063,498904
70223,G5300650941000,47.9293,-118.0406,2145,344.1394,5.841047,53065,35718
70235,G5300670010100,47.04057,-122.8997,3250,121244.0,11.70556,53067,269885
70284,G5300690950100,46.29632,-123.426,4105,280.7042,5.637301,53069,4105
70285,G5300710920000,46.32817,-118.5867,5359,423.635,6.048872,53071,59862
70297,G5300730000100,48.79871,-122.388,9591,45405.0,10.72338,53073,212738
70331,G5300750000100,46.73281,-117.1687,7103,25538.0,10.14792,53075,45619
70341,G5300770000100,46.59893,-120.5056,3098,118069.0,11.67902,53077,248279
70386,G5400010965500,39.11028,-80.10028,4073,6943.0,8.84549,54001,16790
70391,G5400030971102,39.57728,-77.9047,9212,18399.0,9.820051,54003,105424
70404,G5400050958200,38.16151,-81.75113,4231,1429.446,7.265042,54005,23236
70412,G5400070967900,38.76989,-80.61267,5335,472.6895,6.158439,54007,14345
70415,G5400090031101,40.37759,-80.56467,4795,45379.0,10.72281,54009,23067
70421,G5400110000101,38.41544,-82.36942,1716,70396.0,11.16189,54011,96100
70450,G5400130962600,38.94498,-81.1355,3254,524.2111,6.261894,54013,7450
70452,G5400150957900,38.54866,-81.0252,3731,1573.781,7.361236,54015,8901
70455,G5400170965000,39.2684,-80.65917,4669,2774.007,7.928048,54017,8570
70457,G5400190020100,38.04697,-81.106,5983,11251.0,9.328213,54019,44602
70469,G5400210967700,38.92227,-80.85854,5797,5509.0,8.614139,54021,8305
70471,G5400230969400,39.19589,-79.21183,3196,484.6122,6.183349,54023,11673
70474,G5400250950100,37.93269,-80.2032,5457,965.658,6.87281,54025,35523
70481,G5400270968200,39.39503,-78.46988,4707,1014.245,6.921899,54027,23412
70486,G5400290020600,40.42066,-80.54278,4311,27298.0,10.21457,54029,29921
70494,G5400310970100,39.08991,-78.76522,4591,1129.947,7.029926,54031,13812
70497,G5400330030100,39.27831,-80.34748,3373,27819.0,10.23347,54033,68438
70519,G5400350963200,38.96877,-81.65246,4634,7445.0,8.915298,54035,29123
70525,G5400370972201,39.44971,-77.82702,4916,20974.0,9.951039,54037,55673
70540,G5400390000100,38.37337,-81.68071,1172,77607.0,11.25941,54039,187827
70593,G5400410967200,39.06686,-80.60278,3344,1657.179,7.412872,54041,16371
70598,G5400430955400,38.24081,-81.90375,5982,1537.639,7.338003,54043,21241
70603,G5400450956101,37.93284,-82.08282,6979,1959.979,7.580689,54045,34428
70612,G5400470953600,37.41492,-81.38024,762,2133.901,7.665707,54047,19707
70620,G5400490020100,39.48372,-80.14548,1325,36027.0,10.49202,54049,56575
70638,G5400510020200,39.91851,-80.74953,1945,21831.0,9.991086,54051,32006
70647,G5400530954801,38.97227,-82.04354,3189,6119.0,8.719154,54053,27000
70653,G5400550000900,37.5,-81.14951,2968,2410.825,7.787724,54055,60963
70670,G5400570010200,39.51585,-78.83639,3934,13892.0,9.539068,54057,25321
70676,G5400590957100,37.8791,-82.27341,3944,1441.037,7.273118,54059,25150
70683,G5400610010101,39.63365,-79.95026,1205,65933.0,11.09639,54061,103715
70707,G5400630950100,37.58647,-80.4129,3290,662.321,6.49575,54063,13517
70710,G5400650970700,39.62816,-78.13858,6067,6792.0,8.823501,54065,17510
70714,G5400670950100,38.42668,-80.77359,3077,988.7153,6.896407,54067,25496
70721,G5400690000200,40.1166,-80.69762,3160,42337.0,10.65342,54069,42906
70739,G5400710970400,38.757,-79.46494,1875,1082.469,6.987,54071,7138
70742,G5400730962100,39.39399,-81.0991,3303,966.7748,6.873966,54073,7527
70744,G5400750960101,38.43164,-79.76894,1205,1044.071,6.950883,54075,8574
70748,G5400770963800,39.64751,-79.65501,6965,981.1644,6.88874,54077,33760
70756,G5400790020100,38.59378,-81.8018,5678,1694.103,7.434909,54079,56644
70766,G5400810000200,37.76818,-81.18285,3701,32987.0,10.40387,54081,77097
70783,G5400830965900,38.7858,-80.06699,4129,978.7367,6.886262,54083,29152
70790,G5400850962300,39.26498,-80.96782,3896,1377.513,7.228034,54085,10005
70793,G5400870962800,38.85638,-81.36079,2527,6476.0,8.775858,54087,14348
70797,G5400890000500,37.77905,-80.8296,2469,1027.681,6.93506,54089,13210
70801,G5400910964600,39.39,-79.97296,4492,2747.416,7.918416,54091,16977
70805,G5400930965200,39.18443,-79.66139,1741,1494.035,7.309236,54093,7035
70808,G5400950961800,39.5598,-80.9622,3433,6488.0,8.77771,54095,12906
70811,G5400970966600,39.02576,-80.25233,4654,13454.0,9.507031,54097,24604
70817,G5400990005100,38.40363,-82.51761,1954,53938.0,10.89559,54099,41063
70828,G5401010970100,38.56567,-80.46156,4031,754.0663,6.62548,54101,8637
70831,G5401030004900,39.67746,-80.84156,3551,4427.0,8.395477,54103,11836
70836,G5401050030101,39.00029,-81.42622,3123,1338.767,7.199504,54105,5800
70838,G5401070000100,39.29367,-81.52159,3259,53574.0,10.88882,54107,86016
70864,G5401090002800,37.70169,-81.47727,2658,1248.297,7.129535,54109,22130
70870,G5500010950100,44.20223,-89.7533,2936,1612.235,7.385377,55001,20111
70877,G5500030940000,46.51537,-90.6905,1953,790.621,6.672819,55003,15779
70884,G5500050000100,45.5939,-91.77583,3989,1448.73,7.278443,55005,45358
70894,G5500070960100,46.8519,-90.9398,2847,455.8954,6.122263,55007,15004
70899,G5500090000100,44.54078,-88.02493,2844,114084.0,11.64469,55009,258004
70953,G5500110960100,44.48411,-91.68774,2534,1754.528,7.469955,55011,13243
70958,G5500130970400,46.00712,-92.19699,3882,471.1822,6.155245,55013,15239
70964,G5500150020100,44.19746,-88.10353,4830,1829.428,7.511758,55015,49737
70975,G5500170010100,44.87074,-91.46928,2957,39029.0,10.57206,55017,63445
70986,G5500190950100,44.97894,-90.36774,4945,1661.84,7.41568,55019,34513
70994,G5500210970100,43.54924,-89.12387,4309,937.8395,6.843579,55021,56790
71006,G5500230960100,43.35104,-90.79744,2836,801.0721,6.685951,55023,16313
71012,G5500250000100,43.08293,-89.4754,2537,179578.0,12.09836,55025,522837
71117,G5500270960100,43.5626,-88.45935,5690,1881.868,7.54002,55027,87833
71137,G5500290100100,45.26963,-87.00446,2280,404.1685,6.001832,55029,27443
71146,G5500310020300,46.72548,-92.08478,2842,49174.0,10.80312,55031,43503
71158,G5500330970100,45.12891,-91.87678,3831,639.998,6.461465,55033,44260
71166,G5500350000100,44.71458,-91.03177,4885,711.5526,6.567449,55035,102388
71186,G5500370190100,45.92078,-88.39039,2619,991.0528,6.898768,55037,4354
71188,G5500390040100,43.79082,-88.43189,4176,59259.0,10.98967,55039,102082
71208,G5500410950100,45.8167,-88.83577,1346,436.4398,6.07865,55041,9035
71212,G5500430960100,43.07774,-90.51688,3862,1298.834,7.169222,55043,51742
71224,G5500450960100,42.78724,-89.48775,6478,890.1689,6.791411,55045,36869
71232,G5500470100100,43.95881,-88.93839,3372,5681.0,8.644882,55047,18745
71238,G5500490950100,43.09343,-90.01131,3818,990.3356,6.898044,55049,23576
71244,G5500510180100,46.43671,-90.20805,2333,8044.0,8.992682,55051,5748
71247,G5500530960100,44.28224,-90.57421,3920,383.9738,5.950574,55053,20531
71252,G5500550100100,43.16787,-88.70872,6254,22305.0,10.01257,55055,84586
71272,G5500570100100,44.13551,-90.14393,2752,435.1528,6.075697,55057,26427
71279,G5500590000100,42.64964,-87.82934,5799,108176.0,11.59151,55059,167886
71314,G5500610960100,44.60747,-87.44967,3113,5532.0,8.618304,55061,20378
71318,G5500630000100,43.85721,-91.22775,5060,74875.0,11.22358,55063,117582
71343,G5500650970100,42.74449,-89.95805,3047,619.1933,6.428418,55065,16755
71348,G5500670960100,45.38417,-89.18593,2560,482.3632,6.178698,55067,19190
71354,G5500690960100,45.49619,-89.54981,2334,1478.589,7.298844,55069,27994
71364,G5500710000100,44.13287,-87.64787,5347,30689.0,10.33166,55071,79680
71383,G5500730000100,44.96255,-89.62827,2653,51004.0,10.83966,55073,135293
71410,G5500750960100,45.67697,-87.91747,2933,1295.582,7.166716,55075,40712
71422,G5500770960100,43.93908,-89.37862,2745,1490.807,7.307073,55077,15164
71427,G5500780940101,44.87697,-88.6609,1526,6635.0,8.800114,55078,4506
71429,G5500790000101,43.18511,-88.00922,4469,129343.0,11.77022,55079,956586
71725,G5500810950100,44.08437,-90.46181,4759,1628.329,7.39531,55081,45303
71734,G5500830100300,45.27462,-88.51189,2881,374.8466,5.926517,55083,37465
71744,G5500850970101,45.8171,-89.10804,1483,474.8039,6.162902,55085,35352
71758,G5500870010100,44.26476,-88.40622,2790,146820.0,11.89696,55087,183288
71798,G5500890610101,43.49887,-87.98074,4385,2067.64,7.634163,55089,87817
71816,G5500910950100,44.63806,-91.80814,3948,1009.031,6.916746,55091,7282
71818,G5500930960100,44.77766,-92.19602,3019,1052.296,6.95873,55093,41226
71826,G5500950960100,45.64997,-92.31616,3619,612.1953,6.417051,55095,43328
71836,G5500970960100,44.59798,-89.34978,4551,992.7367,6.900465,55097,70371
71850,G5500990970100,45.86245,-90.31032,2576,1336.225,7.197604,55099,13566
71856,G5501010000100,42.7292,-87.78428,960,118783.0,11.68505,55101,195101
71900,G5501030970100,43.50944,-90.42304,2964,985.1129,6.892756,55103,17626
71905,G5501050000100,42.68354,-89.02428,1035,64674.0,11.07711,55105,161226
71943,G5501070960100,45.5281,-90.92356,3613,909.7442,6.813163,55107,14211
71948,G5501090120100,44.97489,-92.75768,1997,38168.0,10.54975,55109,87142
71962,G5501110000100,43.54919,-89.73507,6503,8347.0,9.029657,55111,63340
71975,G5501130100300,46.00806,-91.48182,4480,538.4319,6.288661,55113,16384
71981,G5501150100100,44.80447,-88.36855,2838,2423.394,7.792924,55115,41136
71992,G5501170000100,43.76978,-87.70755,3768,57470.0,10.95902,55117,115094
72018,G5501190960100,45.2516,-90.17167,4183,515.8375,6.245792,55119,20344
72024,G5501210100100,44.50147,-91.27593,3126,1388.504,7.235982,55121,29510
72032,G5501230960100,43.64088,-90.42686,4346,909.3194,6.812696,55123,30378
72039,G5501250940000,45.97236,-89.87987,3455,671.4404,6.509425,55125,21465
72044,G5501270000101,42.81418,-88.39451,5732,10432.0,9.252633,55127,102917
72066,G5501290950100,46.08419,-91.76517,1805,681.8375,6.524791,55129,15638
72071,G5501310400102,43.43866,-88.14117,3898,41814.0,10.64099,55131,133967
72099,G5501330200101,43.17896,-88.13399,4812,84822.0,11.34831,55133,396731
72185,G5501350100100,44.6368,-88.76176,3886,7796.0,8.961366,55135,51651
72197,G5501370960100,44.17038,-88.98889,3034,1114.896,7.016517,55137,24170
72204,G5501390000100,44.01249,-88.52384,2675,65862.0,11.09532,55139,169540
72245,G5501410010100,44.59768,-89.96052,4715,1121.466,7.022392,55141,73427
72262,G5600010962700,41.31503,-105.6341,3827,28670.0,10.26361,56001,37944
72272,G5600030962600,44.33495,-107.7973,3122,147.4308,4.993359,56003,11920
72275,G5600050000100,43.88305,-105.5499,10317,106.1265,4.664632,56005,48116
72282,G5600070967600,41.69882,-107.3819,2047,759.7076,6.632934,56007,15689
72287,G5600090956400,42.78071,-105.3293,5281,2519.233,7.83171,56009,14166
72291,G5600110950200,44.6545,-104.6703,4450,143.9308,4.969333,56011,7347
72293,G5600130000100,42.85618,-108.7367,3857,6650.0,8.802372,56013,40354
72303,G5600150957700,42.36874,-104.3371,2072,185.9658,5.225563,56015,13479
72307,G5600170967800,43.64512,-108.2199,2891,501.4241,6.217452,56017,4741
72309,G5600190955100,44.03686,-106.5838,2549,145.3819,4.979364,56019,8562
72311,G5600210000200,41.12432,-104.809,4318,72355.0,11.18934,56021,97031
72331,G5600230978000,42.76311,-110.7876,6627,794.277,6.677432,56023,18791
72335,G5600250000200,42.85555,-106.3181,4429,60825.0,11.01576,56025,81023
72353,G5600270957200,43.0565,-104.4754,2479,33.64705,3.515925,56027,2479
72354,G5600290965100,44.74649,-108.7879,5233,9278.0,9.135402,56029,29276
72359,G5600310959100,42.39968,-104.9483,2117,76.74454,4.340482,56031,8703
72361,G5600330000100,44.76548,-106.948,5089,15646.0,9.65797,56033,29964
72367,G5600350000101,42.65443,-110.1589,3753,85.35426,4.44681,56035,10037
72369,G5600370970500,41.73338,-109.6991,2821,177.1525,5.177011,56037,44527
72381,G5600390967600,43.95069,-110.5818,5352,65.40736,4.180634,56039,22923
72385,G5600410975200,41.29562,-110.3263,6285,121.9321,4.803464,56041,20758
72388,G5600430000200,43.90462,-107.682,3202,307.8413,5.729585,56043,8253
72391,G5600450951100,43.84015,-104.5735,3329,294.6703,5.685857,56045,7117
72393,G7200010956300,18.20489,-66.74416,4108,26173.0,10.17248,72001,18525
72399,G7200030430100,18.38532,-67.15495,4569,74508.0,11.21866,72003,39470
72408,G7200050400100,18.49686,-67.10346,4182,62420.0,11.04164,72005,55722
72424,G7200070230100,18.2697,-66.08501,4299,146461.0,11.89451,72007,26855
72430,G7200090250100,18.15529,-66.25028,5234,58836.0,10.98251,72009,24008
72436,G7200110810100,18.28798,-67.08099,3171,45838.0,10.73287,72011,27892
72443,G7200130300101,18.46421,-66.61849,4621,52827.0,10.87478,72013,89550
72467,G7200150280101,18.01805,-66.06654,2962,62156.0,11.0374,72015,18504
